FINALT1: failed (1%)
clock N reset start valid displayout done clockcount
0 1FF 0 1 1 FF 0 1A9A
0 1FF 0 1 0 FF 0 1A9B
0 1FF 0 1 1 FF 0 1A9C
0 1FF 0 1 0 FF 0 1A9D
0 1FF 0 1 1 FF 0 1A9E
0 1FF 0 1 0 FF 0 1A9F
0 1FF 0 1 1 FF 0 1AA0
0 1FF 0 1 0 FF 0 1AA1
0 1FF 0 1 1 FF 0 1AA2
0 1FF 0 1 0 FF 0 1AA3
0 1FF 0 1 1 FF 0 1AA4
0 1FF 0 1 0 FF 0 1AA5
0 1FF 0 1 1 FF 0 1AA6
0 1FF 0 1 0 FF 0 1AA7
0 1FF 0 1 1 FF 0 1AA8
0 1FF 0 1 0 FF 0 1AA9
0 1FF 0 1 1 FF 0 1AAA
0 1FF 0 1 0 FF 0 1AAB
0 1FF 0 1 1 FF 0 1AAC
0 1FF 0 1 0 FF 0 1AAD
0 1FF 0 1 1 FF 0 1AAE
0 1FF 0 1 0 FF 0 1AAF
0 1FF 0 1 1 FF 0 1AB0
0 1FF 0 1 0 FF 0 1AB1
0 1FF 0 1 1 FF 0 1AB2
0 1FF 0 1 0 FF 0 1AB3
0 1FF 0 1 1 FF 0 1AB4
0 1FF 0 1 0 FF 0 1AB5
0 1FF 0 1 1 FF 0 1AB6
0 1FF 0 1 0 FF 0 1AB7
0 1FF 0 1 1 FF 0 1AB8
0 1FF 0 1 0 FF 0 1AB9
0 1FF 0 1 1 FF 0 1ABA
0 1FF 0 1 0 FF 0 1ABB
0 1FF 0 1 1 FF 0 1ABC
0 1FF 0 1 0 FF 0 1ABD
0 1FF 0 1 1 FF 0 1ABE
0 1FF 0 1 0 FF 0 1ABF
0 1FF 0 1 1 FF 0 1AC0
0 1FF 0 1 0 FF 0 1AC1
0 1FF 0 1 1 FF 0 1AC2
0 1FF 0 1 0 FF 0 1AC3
0 1FF 0 1 1 FF 0 1AC4
0 1FF 0 1 0 FF 0 1AC5
0 1FF 0 1 1 FF 0 1AC6
0 1FF 0 1 0 FF 0 1AC7
0 1FF 0 1 1 FF 0 1AC8
0 1FF 0 1 0 FF 0 1AC9
0 1FF 0 1 1 FF 0 1ACA
0 1FF 0 1 0 FF 0 1ACB
0 1FF 0 1 1 FF 0 1ACC
0 1FF 0 1 0 FF 0 1ACD
0 1FF 0 1 1 FF 0 1ACE
0 1FF 0 1 0 FF 0 1ACF
0 1FF 0 1 1 FF 0 1AD0
0 1FF 0 1 0 FF 0 1AD1
0 1FF 0 1 1 FF 0 1AD2
0 1FF 0 1 0 FF 0 1AD3
0 1FF 0 1 1 FF 0 1AD4
0 1FF 0 1 0 FF 0 1AD5
0 1FF 0 1 1 FF 0 1AD6
0 1FF 0 1 0 FF 0 1AD7
0 1FF 0 1 1 FF 0 1AD8
0 1FF 0 1 0 FF 0 1AD9
0 1FF 0 1 1 FF 0 1ADA
0 1FF 0 1 0 FF 0 1ADB
0 1FF 0 1 1 FF 0 1ADC
0 1FF 0 1 0 FF 0 1ADD
0 1FF 0 1 1 FF 0 1ADE
0 1FF 0 1 0 FF 0 1ADF
0 1FF 0 1 1 FF 0 1AE0
0 1FF 0 1 0 FF 0 1AE1
0 1FF 0 1 1 FF 0 1AE2
0 1FF 0 1 0 FF 0 1AE3
0 1FF 0 1 1 FF 0 1AE4
0 1FF 0 1 0 FF 0 1AE5
0 1FF 0 1 1 FF 0 1AE6
0 1FF 0 1 0 FF 0 1AE7
0 1FF 0 1 1 FF 0 1AE8
0 1FF 0 1 0 FF 0 1AE9
0 1FF 0 1 1 FF 0 1AEA
0 1FF 0 1 0 FF 0 1AEB
0 1FF 0 1 1 FF 0 1AEC
0 1FF 0 1 0 FF 0 1AED
0 1FF 0 1 1 FF 0 1AEE
0 1FF 0 1 0 FF 0 1AEF
0 1FF 0 1 1 FF 0 1AF0
0 1FF 0 1 0 FF 0 1AF1
0 1FF 0 1 1 FF 0 1AF2
0 1FF 0 1 0 FF 0 1AF3
0 1FF 0 1 1 FF 0 1AF4
0 1FF 0 1 0 FF 0 1AF5
0 1FF 0 1 1 FF 0 1AF6
0 1FF 0 1 0 FF 0 1AF7
0 1FF 0 1 1 FF 0 1AF8
0 1FF 0 1 0 FF 0 1AF9
0 1FF 0 1 1 FF 0 1AFA
0 1FF 0 1 0 FF 0 1AFB
0 1FF 0 1 1 FF 0 1AFC
0 1FF 0 1 0 FF 0 1AFD
0 1FF 0 1 1 FF 0 1AFE
0 1FF 0 1 0 FF 0 1AFF
0 1FF 0 1 1 FF 0 1B00
0 1FF 0 1 0 FF 0 1B01
0 1FF 0 1 1 FF 0 1B02
0 1FF 0 1 0 FF 0 1B03
0 1FF 0 1 1 FF 0 1B04
0 1FF 0 1 0 FF 0 1B05
0 1FF 0 1 1 FF 0 1B06
0 1FF 0 1 0 FF 0 1B07
0 1FF 0 1 1 FF 0 1B08
0 1FF 0 1 0 FF 0 1B09
0 1FF 0 1 1 FF 0 1B0A
0 1FF 0 1 0 FF 0 1B0B
0 1FF 0 1 1 FF 0 1B0C
0 1FF 0 1 0 FF 0 1B0D
0 1FF 0 1 1 FF 0 1B0E
0 1FF 0 1 0 FF 0 1B0F
0 1FF 0 1 1 FF 0 1B10
0 1FF 0 1 0 FF 0 1B11
0 1FF 0 1 1 FF 0 1B12
0 1FF 0 1 0 FF 0 1B13
0 1FF 0 1 1 FF 0 1B14
0 1FF 0 1 0 FF 0 1B15
0 1FF 0 1 1 FF 0 1B16
0 1FF 0 1 0 FF 0 1B17
0 1FF 0 1 1 FF 0 1B18
0 1FF 0 1 0 FF 0 1B19
0 1FF 0 1 1 FF 0 1B1A
0 1FF 0 1 0 FF 0 1B1B
0 1FF 0 1 1 FF 0 1B1C
0 1FF 0 1 0 FF 0 1B1D
0 1FF 0 1 1 FF 0 1B1E
0 1FF 0 1 0 FF 0 1B1F
0 1FF 0 1 1 FF 0 1B20
0 1FF 0 1 0 FF 0 1B21
0 1FF 0 1 1 FF 0 1B22
0 1FF 0 1 0 FF 0 1B23
0 1FF 0 1 1 FF 0 1B24
0 1FF 0 1 0 FF 0 1B25
0 1FF 0 1 1 FF 0 1B26
0 1FF 0 1 0 FF 0 1B27
0 1FF 0 1 1 FF 0 1B28
0 1FF 0 1 0 FF 0 1B29
0 1FF 0 1 1 FF 0 1B2A
0 1FF 0 1 0 FF 0 1B2B
0 1FF 0 1 1 FF 0 1B2C
0 1FF 0 1 0 FF 0 1B2D
0 1FF 0 1 1 FF 0 1B2E
0 1FF 0 1 0 FF 0 1B2F
0 1FF 0 1 1 FF 0 1B30
0 1FF 0 1 0 FF 0 1B31
0 1FF 0 1 1 FF 0 1B32
0 1FF 0 1 0 FF 0 1B33
0 1FF 0 1 1 FF 0 1B34
0 1FF 0 1 0 FF 0 1B35
0 1FF 0 1 1 FF 0 1B36
0 1FF 0 1 0 FF 0 1B37
0 1FF 0 1 1 FF 0 1B38
0 1FF 0 1 0 FF 0 1B39
0 1FF 0 1 1 FF 0 1B3A
0 1FF 0 1 0 FF 0 1B3B
0 1FF 0 1 1 FF 0 1B3C
0 1FF 0 1 0 FF 0 1B3D
0 1FF 0 1 1 FF 0 1B3E
0 1FF 0 1 0 FF 0 1B3F
0 1FF 0 1 1 FF 0 1B40
0 1FF 0 1 0 FF 0 1B41
0 1FF 0 1 1 FF 0 1B42
0 1FF 0 1 0 FF 0 1B43
0 1FF 0 1 1 FF 0 1B44
0 1FF 0 1 0 FF 0 1B45
0 1FF 0 1 1 FF 0 1B46
0 1FF 0 1 0 FF 0 1B47
0 1FF 0 1 1 FF 0 1B48
0 1FF 0 1 0 FF 0 1B49
0 1FF 0 1 1 FF 0 1B4A
0 1FF 0 1 0 FF 0 1B4B
0 1FF 0 1 1 FF 0 1B4C
0 1FF 0 1 0 FF 0 1B4D
0 1FF 0 1 1 FF 0 1B4E
0 1FF 0 1 0 FF 0 1B4F
0 1FF 0 1 1 FF 0 1B50
0 1FF 0 1 0 FF 0 1B51
0 1FF 0 1 1 FF 0 1B52
0 1FF 0 1 0 FF 0 1B53
0 1FF 0 1 1 FF 0 1B54
0 1FF 0 1 0 FF 0 1B55
0 1FF 0 1 1 FF 0 1B56
0 1FF 0 1 0 FF 0 1B57
0 1FF 0 1 1 FF 0 1B58
0 1FF 0 1 0 FF 0 1B59
0 1FF 0 1 1 FF 0 1B5A
0 1FF 0 1 0 FF 0 1B5B
0 1FF 0 1 1 FF 0 1B5C
0 1FF 0 1 0 FF 0 1B5D
0 1FF 0 1 1 FF 0 1B5E
0 1FF 0 1 0 FF 0 1B5F
0 1FF 0 1 1 FF 0 1B60
0 1FF 0 1 0 FF 0 1B61
0 1FF 0 1 1 FF 0 1B62
0 1FF 0 1 0 FF 0 1B63
0 1FF 0 1 1 FF 0 1B64
0 1FF 0 1 0 FF 0 1B65
0 1FF 0 1 1 FF 0 1B66
0 1FF 0 1 0 FF 0 1B67
0 1FF 0 1 1 FF 0 1B68
0 1FF 0 1 0 FF 0 1B69
0 1FF 0 1 1 FF 0 1B6A
0 1FF 0 1 0 FF 0 1B6B
0 1FF 0 1 1 FF 0 1B6C
0 1FF 0 1 0 FF 0 1B6D
0 1FF 0 1 1 FF 0 1B6E
0 1FF 0 1 0 FF 0 1B6F
0 1FF 0 1 1 FF 0 1B70
0 1FF 0 1 0 FF 0 1B71
0 1FF 0 1 1 FF 0 1B72
0 1FF 0 1 0 FF 0 1B73
0 1FF 0 1 1 FF 0 1B74
0 1FF 0 1 0 FF 0 1B75
0 1FF 0 1 1 FF 0 1B76
0 1FF 0 1 0 FF 0 1B77
0 1FF 0 1 1 FF 0 1B78
0 1FF 0 1 0 FF 0 1B79
0 1FF 0 1 1 FF 0 1B7A
0 1FF 0 1 0 FF 0 1B7B
0 1FF 0 1 1 FF 0 1B7C
0 1FF 0 1 0 FF 0 1B7D
0 1FF 0 1 1 FF 0 1B7E
0 1FF 0 1 0 FF 0 1B7F
0 1FF 0 1 1 FF 0 1B80
0 1FF 0 1 0 FF 0 1B81
0 1FF 0 1 1 FF 0 1B82
0 1FF 0 1 0 FF 0 1B83
0 1FF 0 1 1 FF 0 1B84
0 1FF 0 1 0 FF 0 1B85
0 1FF 0 1 1 FF 0 1B86
0 1FF 0 1 0 FF 0 1B87
0 1FF 0 1 1 FF 0 1B88
0 1FF 0 1 0 FF 0 1B89
0 1FF 0 1 1 FF 0 1B8A
0 1FF 0 1 0 FF 0 1B8B
0 1FF 0 1 1 FF 0 1B8C
0 1FF 0 1 0 FF 0 1B8D
0 1FF 0 1 1 FF 0 1B8E
0 1FF 0 1 0 FF 0 1B8F
0 1FF 0 1 1 FF 0 1B90
0 1FF 0 1 0 FF 0 1B91
0 1FF 0 1 1 FF 0 1B92
0 1FF 0 1 0 FF 0 1B93
0 1FF 0 1 1 FF 0 1B94
0 1FF 0 1 0 FF 0 1B95
0 1FF 0 1 1 FF 0 1B96
0 1FF 0 1 0 FF 0 1B97
0 1FF 0 1 1 FF 0 1B98
0 1FF 0 1 0 FF 0 1B99
0 1FF 0 1 1 FF 0 1B9A
0 1FF 0 1 0 FF 0 1B9B
0 1FF 0 1 1 FF 0 1B9C
0 1FF 0 1 0 FF 0 1B9D
0 1FF 0 1 1 FF 0 1B9E
0 1FF 0 1 0 FF 0 1B9F
0 1FF 0 1 1 FF 0 1BA0
0 1FF 0 1 0 FF 0 1BA1
0 1FF 0 1 1 FF 0 1BA2
0 1FF 0 1 0 FF 0 1BA3
0 1FF 0 1 1 FF 0 1BA4
0 1FF 0 1 0 FF 0 1BA5
0 1FF 0 1 1 FF 0 1BA6
0 1FF 0 1 0 FF 0 1BA7
0 1FF 0 1 1 FF 0 1BA8
0 1FF 0 1 0 FF 0 1BA9
0 1FF 0 1 1 FF 0 1BAA
0 1FF 0 1 0 FF 0 1BAB
0 1FF 0 1 1 FF 0 1BAC
0 1FF 0 1 0 FF 0 1BAD
0 1FF 0 1 1 FF 0 1BAE
0 1FF 0 1 0 FF 0 1BAF
0 1FF 0 1 1 FF 0 1BB0
0 1FF 0 1 0 FF 0 1BB1
0 1FF 0 1 1 FF 0 1BB2
0 1FF 0 1 0 FF 0 1BB3
0 1FF 0 1 1 FF 0 1BB4
0 1FF 0 1 0 FF 0 1BB5
0 1FF 0 1 1 FF 0 1BB6
0 1FF 0 1 0 FF 0 1BB7
0 1FF 0 1 1 FF 0 1BB8
0 1FF 0 1 0 FF 0 1BB9
0 1FF 0 1 1 FF 0 1BBA
0 1FF 0 1 0 FF 0 1BBB
0 1FF 0 1 1 FF 0 1BBC
0 1FF 0 1 0 FF 0 1BBD
0 1FF 0 1 1 FF 0 1BBE
0 1FF 0 1 0 FF 0 1BBF
0 1FF 0 1 1 FF 0 1BC0
0 1FF 0 1 0 FF 0 1BC1
0 1FF 0 1 1 FF 0 1BC2
0 1FF 0 1 0 FF 0 1BC3
0 1FF 0 1 1 FF 0 1BC4
0 1FF 0 1 0 FF 0 1BC5
0 1FF 0 1 1 FF 0 1BC6
0 1FF 0 1 0 FF 0 1BC7
0 1FF 0 1 1 FF 0 1BC8
0 1FF 0 1 0 FF 0 1BC9
0 1FF 0 1 1 FF 0 1BCA
0 1FF 0 1 0 FF 0 1BCB
0 1FF 0 1 1 FF 0 1BCC
0 1FF 0 1 0 FF 0 1BCD
0 1FF 0 1 1 FF 0 1BCE
0 1FF 0 1 0 FF 0 1BCF
0 1FF 0 1 1 FF 0 1BD0
0 1FF 0 1 0 FF 0 1BD1
0 1FF 0 1 1 FF 0 1BD2
0 1FF 0 1 0 FF 0 1BD3
0 1FF 0 1 1 FF 0 1BD4
0 1FF 0 1 0 FF 0 1BD5
0 1FF 0 1 1 FF 0 1BD6
0 1FF 0 1 0 FF 0 1BD7
0 1FF 0 1 1 FF 0 1BD8
0 1FF 0 1 0 FF 0 1BD9
0 1FF 0 1 1 FF 0 1BDA
0 1FF 0 1 0 FF 0 1BDB
0 1FF 0 1 1 FF 0 1BDC
0 1FF 0 1 0 FF 0 1BDD
0 1FF 0 1 1 FF 0 1BDE
0 1FF 0 1 0 FF 0 1BDF
0 1FF 0 1 1 FF 0 1BE0
0 1FF 0 1 0 FF 0 1BE1
0 1FF 0 1 1 FF 0 1BE2
0 1FF 0 1 0 FF 0 1BE3
0 1FF 0 1 1 FF 0 1BE4
0 1FF 0 1 0 FF 0 1BE5
0 1FF 0 1 1 FF 0 1BE6
0 1FF 0 1 0 FF 0 1BE7
0 1FF 0 1 1 FF 0 1BE8
0 1FF 0 1 0 FF 0 1BE9
0 1FF 0 1 1 FF 0 1BEA
0 1FF 0 1 0 FF 0 1BEB
0 1FF 0 1 1 FF 0 1BEC
0 1FF 0 1 0 FF 0 1BED
0 1FF 0 1 1 FF 0 1BEE
0 1FF 0 1 0 FF 0 1BEF
0 1FF 0 1 1 FF 0 1BF0
0 1FF 0 1 0 FF 0 1BF1
0 1FF 0 1 1 FF 0 1BF2
0 1FF 0 1 0 FF 0 1BF3
0 1FF 0 1 1 FF 0 1BF4
0 1FF 0 1 0 FF 0 1BF5
0 1FF 0 1 1 FF 0 1BF6
0 1FF 0 1 0 FF 0 1BF7
0 1FF 0 1 1 FF 0 1BF8
0 1FF 0 1 0 FF 0 1BF9
0 1FF 0 1 1 FF 0 1BFA
0 1FF 0 1 0 FF 0 1BFB
0 1FF 0 1 1 FF 0 1BFC
0 1FF 0 1 0 FF 0 1BFD
0 1FF 0 1 1 FF 0 1BFE
0 1FF 0 1 0 FF 0 1BFF
0 1FF 0 1 1 FF 0 1C00
0 1FF 0 1 0 FF 0 1C01
0 1FF 0 1 1 FF 0 1C02
0 1FF 0 1 0 FF 0 1C03
0 1FF 0 1 1 FF 0 1C04
0 1FF 0 1 0 FF 0 1C05
0 1FF 0 1 1 FF 0 1C06
0 1FF 0 1 0 FF 0 1C07
0 1FF 0 1 1 FF 0 1C08
0 1FF 0 1 0 FF 0 1C09
0 1FF 0 1 1 FF 0 1C0A
0 1FF 0 1 0 FF 0 1C0B
0 1FF 0 1 1 FF 0 1C0C
0 1FF 0 1 0 FF 0 1C0D
0 1FF 0 1 1 FF 0 1C0E
0 1FF 0 1 0 FF 0 1C0F
0 1FF 0 1 1 FF 0 1C10
0 1FF 0 1 0 FF 0 1C11
0 1FF 0 1 1 FF 0 1C12
0 1FF 0 1 0 FF 0 1C13
0 1FF 0 1 1 FF 0 1C14
0 1FF 0 1 0 FF 0 1C15
0 1FF 0 1 1 FF 0 1C16
0 1FF 0 1 0 FF 0 1C17
0 1FF 0 1 1 FF 0 1C18
0 1FF 0 1 0 FF 0 1C19
0 1FF 0 1 1 FF 0 1C1A
0 1FF 0 1 0 FF 0 1C1B
0 1FF 0 1 1 FF 0 1C1C
0 1FF 0 1 0 FF 0 1C1D
0 1FF 0 1 1 FF 0 1C1E
0 1FF 0 1 0 FF 0 1C1F
0 1FF 0 1 1 FF 0 1C20
0 1FF 0 1 0 FF 0 1C21
0 1FF 0 1 1 FF 0 1C22
0 1FF 0 1 0 FF 0 1C23
0 1FF 0 1 1 FF 0 1C24
0 1FF 0 1 0 FF 0 1C25
0 1FF 0 1 1 FF 0 1C26
0 1FF 0 1 0 FF 0 1C27
0 1FF 0 1 1 FF 0 1C28
0 1FF 0 1 0 FF 0 1C29
0 1FF 0 1 1 FF 0 1C2A
0 1FF 0 1 0 FF 0 1C2B
0 1FF 0 1 1 FF 0 1C2C
0 1FF 0 1 0 FF 0 1C2D
0 1FF 0 1 1 FF 0 1C2E
0 1FF 0 1 0 FF 0 1C2F
0 1FF 0 1 1 FF 0 1C30
0 1FF 0 1 0 FF 0 1C31
0 1FF 0 1 1 FF 0 1C32
0 1FF 0 1 0 FF 0 1C33
0 1FF 0 1 1 FF 0 1C34
0 1FF 0 1 0 FF 0 1C35
0 1FF 0 1 1 FF 0 1C36
0 1FF 0 1 0 FF 0 1C37
0 1FF 0 1 1 FF 0 1C38
0 1FF 0 1 0 FF 0 1C39
0 1FF 0 1 1 FF 0 1C3A
0 1FF 0 1 0 FF 0 1C3B
0 1FF 0 1 1 FF 0 1C3C
0 1FF 0 1 0 FF 0 1C3D
0 1FF 0 1 1 FF 0 1C3E
0 1FF 0 1 0 FF 0 1C3F
0 1FF 0 1 1 FF 0 1C40
0 1FF 0 1 0 FF 0 1C41
0 1FF 0 1 1 FF 0 1C42
0 1FF 0 1 0 FF 0 1C43
0 1FF 0 1 1 FF 0 1C44
0 1FF 0 1 0 FF 0 1C45
0 1FF 0 1 1 FF 0 1C46
0 1FF 0 1 0 FF 0 1C47
0 1FF 0 1 1 FF 0 1C48
0 1FF 0 1 0 FF 0 1C49
0 1FF 0 1 1 FF 0 1C4A
0 1FF 0 1 0 FF 0 1C4B
0 1FF 0 1 1 FF 0 1C4C
0 1FF 0 1 0 FF 0 1C4D
0 1FF 0 1 1 FF 0 1C4E
0 1FF 0 1 0 FF 0 1C4F
0 1FF 0 1 1 FF 0 1C50
0 1FF 0 1 0 FF 0 1C51
0 1FF 0 1 1 FF 0 1C52
0 1FF 0 1 0 FF 0 1C53
0 1FF 0 1 1 FF 0 1C54
0 1FF 0 1 0 FF 0 1C55
0 1FF 0 1 1 FF 0 1C56
0 1FF 0 1 0 FF 0 1C57
0 1FF 0 1 1 FF 0 1C58
0 1FF 0 1 0 FF 0 1C59
0 1FF 0 1 1 FF 0 1C5A
0 1FF 0 1 0 FF 0 1C5B
0 1FF 0 1 1 FF 0 1C5C
0 1FF 0 1 0 FF 0 1C5D
0 1FF 0 1 1 FF 0 1C5E
0 1FF 0 1 0 FF 0 1C5F
0 1FF 0 1 1 FF 0 1C60
0 1FF 0 1 0 FF 0 1C61
0 1FF 0 1 1 FF 0 1C62
0 1FF 0 1 0 FF 0 1C63
0 1FF 0 1 1 FF 0 1C64
0 1FF 0 1 0 FF 0 1C65
0 1FF 0 1 1 FF 0 1C66
0 1FF 0 1 0 FF 0 1C67
0 1FF 0 1 1 FF 0 1C68
0 1FF 0 1 0 FF 0 1C69
0 1FF 0 1 1 FF 0 1C6A
0 1FF 0 1 0 FF 0 1C6B
0 1FF 0 1 1 FF 0 1C6C
0 1FF 0 1 0 FF 0 1C6D
0 1FF 0 1 1 FF 0 1C6E
0 1FF 0 1 0 FF 0 1C6F
0 1FF 0 1 1 FF 0 1C70
0 1FF 0 1 0 FF 0 1C71
0 1FF 0 1 1 FF 0 1C72
0 1FF 0 1 0 FF 0 1C73
0 1FF 0 1 1 FF 0 1C74
0 1FF 0 1 0 FF 0 1C75
0 1FF 0 1 1 FF 0 1C76
0 1FF 0 1 0 FF 0 1C77
0 1FF 0 1 1 FF 0 1C78
0 1FF 0 1 0 FF 0 1C79
0 1FF 0 1 1 FF 0 1C7A
0 1FF 0 1 0 FF 0 1C7B
0 1FF 0 1 1 FF 0 1C7C
0 1FF 0 1 0 FF 0 1C7D
0 1FF 0 1 1 FF 0 1C7E
0 1FF 0 1 0 FF 0 1C7F
0 1FF 0 1 1 FF 0 1C80
0 1FF 0 1 0 FF 0 1C81
0 1FF 0 1 1 FF 0 1C82
0 1FF 0 1 0 FF 0 1C83
0 1FF 0 1 1 FF 0 1C84
0 1FF 0 1 0 FF 0 1C85
0 1FF 0 1 1 FF 0 1C86
0 1FF 0 1 0 FF 0 1C87
0 1FF 0 1 1 FF 0 1C88
0 1FF 0 1 0 FF 0 1C89
0 1FF 0 1 1 FF 0 1C8A
0 1FF 0 1 0 FF 0 1C8B
0 1FF 0 1 1 FF 0 1C8C
0 1FF 0 1 0 FF 0 1C8D
0 1FF 0 1 1 FF 0 1C8E
0 1FF 0 1 0 FF 0 1C8F
0 1FF 0 1 1 FF 0 1C90
0 1FF 0 1 0 FF 0 1C91
0 1FF 0 1 1 FF 0 1C92
0 1FF 0 1 0 FF 0 1C93
0 1FF 0 1 1 FF 0 1C94
0 1FF 0 1 0 FF 0 1C95
0 1FF 0 1 1 FF 0 1C96
0 1FF 0 1 0 FF 0 1C97
0 1FF 0 1 1 FF 0 1C98
0 1FF 0 1 0 FF 0 1C99
0 1FF 0 1 1 FF 0 1C9A
0 1FF 0 1 0 FF 0 1C9B
0 1FF 0 1 1 FF 0 1C9C
0 1FF 0 1 0 FF 0 1C9D
0 1FF 0 1 1 FF 0 1C9E
0 1FF 0 1 0 FF 0 1C9F
0 1FF 0 1 1 FF 0 1CA0
0 1FF 0 1 0 FF 0 1CA1
0 1FF 0 1 1 FF 0 1CA2
0 1FF 0 1 0 FF 0 1CA3
0 1FF 0 1 1 FF 0 1CA4
0 1FF 0 1 0 FF 0 1CA5
0 1FF 0 1 1 FF 0 1CA6
0 1FF 0 1 0 FF 0 1CA7
0 1FF 0 1 1 FF 0 1CA8
0 1FF 0 1 0 FF 0 1CA9
0 1FF 0 1 1 FF 0 1CAA
0 1FF 0 1 0 FF 0 1CAB
0 1FF 0 1 1 FF 0 1CAC
0 1FF 0 1 0 FF 0 1CAD
0 1FF 0 1 1 FF 0 1CAE
0 1FF 0 1 0 FF 0 1CAF
0 1FF 0 1 1 FF 0 1CB0
0 1FF 0 1 0 FF 0 1CB1
0 1FF 0 1 1 FF 0 1CB2
0 1FF 0 1 0 FF 0 1CB3
0 1FF 0 1 1 FF 0 1CB4
0 1FF 0 1 0 FF 0 1CB5
0 1FF 0 1 1 FF 0 1CB6
0 1FF 0 1 0 FF 0 1CB7
0 1FF 0 1 1 FF 0 1CB8
0 1FF 0 1 0 FF 0 1CB9
0 1FF 0 1 1 FF 0 1CBA
0 1FF 0 1 0 FF 0 1CBB
0 1FF 0 1 1 FF 0 1CBC
0 1FF 0 1 0 FF 0 1CBD
0 1FF 0 1 1 FF 0 1CBE
0 1FF 0 1 0 FF 0 1CBF
0 1FF 0 1 1 FF 0 1CC0
0 1FF 0 1 0 FF 0 1CC1
0 1FF 0 1 1 FF 0 1CC2
0 1FF 0 1 0 FF 0 1CC3
0 1FF 0 1 1 FF 0 1CC4
0 1FF 0 1 0 FF 0 1CC5
0 1FF 0 1 1 FF 0 1CC6
0 1FF 0 1 0 FF 0 1CC7
0 1FF 0 1 1 FF 0 1CC8
0 1FF 0 1 0 FF 0 1CC9
0 1FF 0 1 1 FF 0 1CCA
0 1FF 0 1 0 FF 0 1CCB
0 1FF 0 1 1 FF 0 1CCC
0 1FF 0 1 0 FF 0 1CCD
0 1FF 0 1 1 FF 0 1CCE
0 1FF 0 1 0 FF 0 1CCF
0 1FF 0 1 1 FF 0 1CD0
0 1FF 0 1 0 FF 0 1CD1
0 1FF 0 1 1 FF 0 1CD2
0 1FF 0 1 0 FF 0 1CD3
0 1FF 0 1 1 FF 0 1CD4
0 1FF 0 1 0 FF 0 1CD5
0 1FF 0 1 1 FF 0 1CD6
0 1FF 0 1 0 FF 0 1CD7
0 1FF 0 1 1 FF 0 1CD8
0 1FF 0 1 0 FF 0 1CD9
0 1FF 0 1 1 FF 0 1CDA
0 1FF 0 1 0 FF 0 1CDB
0 1FF 0 1 1 FF 0 1CDC
0 1FF 0 1 0 FF 0 1CDD
0 1FF 0 1 1 FF 0 1CDE
0 1FF 0 1 0 FF 0 1CDF
0 1FF 0 1 1 FF 0 1CE0
0 1FF 0 1 0 FF 0 1CE1
0 1FF 0 1 1 FF 0 1CE2
0 1FF 0 1 0 FF 0 1CE3
0 1FF 0 1 1 FF 0 1CE4
0 1FF 0 1 0 FF 0 1CE5
0 1FF 0 1 1 FF 0 1CE6
0 1FF 0 1 0 FF 0 1CE7
0 1FF 0 1 1 FF 0 1CE8
0 1FF 0 1 0 FF 0 1CE9
0 1FF 0 1 1 FF 0 1CEA
0 1FF 0 1 0 FF 0 1CEB
0 1FF 0 1 1 FF 0 1CEC
0 1FF 0 1 0 FF 0 1CED
0 1FF 0 1 1 FF 0 1CEE
0 1FF 0 1 0 FF 0 1CEF
0 1FF 0 1 1 FF 0 1CF0
0 1FF 0 1 0 FF 1 1CF1
0 1FF 0 1 1 FF 1 1CF1
0 1FF 0 1 0 FF 0 1CF1
0 1FF 0 1 1 FF 0 1CF2
0 1FF 0 1 0 FF 0 1CF3
0 1FF 0 1 1 FF 0 1CF4
0 1FF 0 1 0 FF 0 1CF5
0 1FF 0 1 1 FF 0 1CF6
0 1FF 0 1 0 FF 0 1CF7
0 1FF 0 1 1 FF 0 1CF8
0 1FF 0 1 0 FF 0 1CF9
0 1FF 0 1 1 FF 0 1CFA
0 1FF 0 1 0 FF 0 1CFB
0 1FF 0 1 1 FF 0 1CFC
0 1FF 0 1 0 FF 0 1CFD
0 1FF 0 1 1 FF 0 1CFE
0 1FF 0 1 0 FF 0 1CFF
0 1FF 0 1 1 FF 0 1D00
0 1FF 0 1 0 FF 0 1D01
0 1FF 0 1 1 FF 0 1D02
0 1FF 0 1 0 FF 0 1D03
0 1FF 0 1 1 FF 0 1D04
0 1FF 0 1 0 FF 0 1D05
0 1FF 0 1 1 FF 0 1D06
0 1FF 0 1 0 FF 0 1D07
0 1FF 0 1 1 FF 0 1D08
0 1FF 0 1 0 FF 0 1D09
0 1FF 0 1 1 FF 0 1D0A
0 1FF 0 1 0 FF 0 1D0B
0 1FF 0 1 1 FF 0 1D0C
0 1FF 0 1 0 FF 0 1D0D
0 1FF 0 1 1 FF 0 1D0E
0 1FF 0 1 0 FF 0 1D0F
0 1FF 0 1 1 FF 0 1D10
0 1FF 0 1 0 FF 0 1D11
0 1FF 0 1 1 FF 0 1D12
0 1FF 0 1 0 FF 0 1D13
0 1FF 0 1 1 FF 0 1D14
0 1FF 0 1 0 FF 0 1D15
0 1FF 0 1 1 FF 0 1D16
0 1FF 0 1 0 FF 0 1D17
0 1FF 0 1 1 FF 0 1D18
0 1FF 0 1 0 FF 0 1D19
0 1FF 0 1 1 FF 0 1D1A
0 1FF 0 1 0 FF 0 1D1B
0 1FF 0 1 1 FF 0 1D1C
